id,price
89224365f8,222289.28137619182
363731333f,268621.2896364193
6e6283378a,523506.3376004361
4c29a27f44,795226.7510311547
7b16cf224b,421806.98477834347
c0c699ebcc,318908.5571996663
d36b41a815,219943.41441883333
9be92984b9,495126.2131856057
f774771058,286357.6499343256
0c4add382a,1620544.213406929
8d6b937f00,272464.35977141786
eb15c43587,701516.0529619268
b3bffc4413,574361.27420355
edf9c48708,392978.3056359315
50a0189faf,348880.1822084733
de4b79dead,222495.4738454603
152f94bd3b,757702.2447370053
b7736872b6,802586.8420658291
db0b5c7a47,620294.8970962942
a8dd281b11,230755.75765254
281151242b,460378.77451400453
2db79d7c7c,229325.3027965179
fe82d83b82,848803.9084808732
d7db923b3c,230208.4414808354
bc9bd0ab2b,350791.6309699399
7ca2b5fb45,419043.6846312336
191c9ed2b9,277497.6839983193
38de2dc1a8,286015.8874622673
55f24b8f6c,1630385.8321241545
38e7d3b079,290040.46298345434
53bd232479,691265.2109413007
b579f925a4,491473.8345143372
92cc3536ed,1066435.5075254738
396f8c27da,586631.6206487581
b6c02471bc,388088.96633163263
31131a56a0,222289.28137619182
ac739b93d5,224036.59392769192
1c84ae825b,235741.09009427766
236c77bef3,950960.4791145464
b94781bf65,279014.95977444446
ee0f074d18,317676.13352218014
491209a97a,591612.6803970783
6838647e07,348880.1822084733
a8ce91143d,216650.6765819705
97b93cb9da,467765.12753479736
27d4c81c61,709706.9432963536
a6afcab962,232552.17598951643
9155022909,379708.5571110418
d18c0d9701,216650.6765819705
ea4fcf21b2,286357.6499343256
f84a19b7f0,584466.0633071425
557181a32f,643627.2191352154
04a7335370,229325.3027965179
a8f690dd33,388088.96633163263
3c87bab291,414103.2792593989
4db9e2e999,309766.7784363624
14dd393119,379708.5571110418
f397d1c3b5,222289.28137619182
416abf241b,467765.12753479736
cd7b9e6892,230755.75765254
1bbdeca9cc,224947.62380953398
28d30af69a,371830.9475585648
7081ae7078,421806.98477834347
dee4cf0f73,2777661.389126437
15eef1b505,584466.0633071425
acb50155fd,246831.02142429914
2989f6a68f,551056.4946096635
8c918e75e8,1409570.7596494944
0eb180afce,549260.9525190747
dc7117940f,216650.6765819705
5910aa1a2d,1003751.7041119573
f86d1b5388,2609535.139183404
4c85b0d740,387860.5365359635
ff0092b0c1,348880.1822084733
10d4de0e3e,348880.1822084733
e41469f158,467765.12753479736
d462677f58,360016.9647981956
205cf47efe,773945.5135322646
949ad84b01,250409.5291164792
17cad21fb5,528125.7136710932
0ae1dec453,228720.1844094462
137d164658,765950.5085045224
5c6da2065f,1558704.4933530486
bd033b0ec3,253736.5626473374
3436eeafc5,360016.9647981956
93c1417483,1038811.6648709035
dfb1e61375,328697.9289071336
a62f4d13fc,488212.13116057916
e3d7f24801,663047.5117237908
ae76df42b2,591612.6803970783
b9c8a85608,322438.5969345975
75f38e54ec,296146.6484703654
563b7c6a40,549260.9525190747
cb571ac25e,246831.02142429914
2a666915d8,528813.6568504157
4fb8049c7d,421806.98477834347
c544a227e0,228779.15723713965
a46066f9f8,269934.98867165705
bfe043389e,388088.96633163263
3bd565b61e,279419.77817035455
c5e1be1f7d,350791.6309699399
faa8c88b65,224036.59392769192
a3ac65d1ca,643773.3822082897
ce705fc4c7,467765.12753479736
1ac15cc6fa,507575.8360488434
b54552d300,388088.96633163263
e00f04559d,230755.75765254
773eb2f828,414103.2792593989
cb901c7b32,222495.4738454603
d5313e55e2,918525.8139455465
291b9ec5e3,318908.5571996663
8455444608,388088.96633163263
926ade7128,467765.12753479736
8e46a4196e,350791.6309699399
0eb1822417,393433.21483545215
60e46bc58b,420353.10194642085
1bdeeb0ec4,495126.2131856057
4e8d7af890,574361.27420355
cbbb0ff025,239058.2408614935
860eb7f67d,811140.3604426421
f8dfd04d88,467765.12753479736
1bde382dd1,228508.2233354529
b96c08d8b1,591612.6803970783
ecf051494f,388088.96633163263
d0df26e835,305729.19222647883
a0ba6b45ee,795226.7510311547
d702ec434a,469044.5964928273
bdb463aa31,421806.98477834347
c25ceedd19,547233.3494265664
6e238ffdba,216650.6765819705
451c6b060b,229325.3027965179
3ba0746828,2775204.5264913477
2e38c4dab7,650971.8389399268
623871f040,421806.98477834347
0a2024537c,631864.8793546658
e45da38646,481147.197909649
ce510197cc,1214703.1290882411
f08586e82b,224036.59392769192
77bcc040f0,216650.6765819705
e93a57cecd,216650.6765819705
2425392c5c,388088.96633163263
bac1f45cbb,795226.7510311547
784295b487,285780.92145281006
a8772ea1a1,968357.7687558589
78a67ef917,795226.7510311547
e34e635c7f,631864.8793546658
5f0b4a4b5e,219943.41441883333
53d5ff6a62,547233.3494265664
3392cf25c6,230755.75765254
84e064e108,222495.4738454603
4039d69c01,388088.96633163263
44acada236,1305581.4353274133
723ad7e454,795226.7510311547
82beef8681,1003278.9185183407
47fd40b919,230304.42009439293
c0ac922dfc,608626.3677922727
12260320d3,643553.9117593843
ec45577ef5,205260.52820249027
8cef4ea5bc,250409.5291164792
a5880df625,360016.9647981956
6044ce502b,467765.12753479736
51e953c72f,228779.15723713965
193272c882,222495.4738454603
0f91c2363a,1038811.6648709035
18a203f9be,269934.98867165705
7ddaede67f,290040.46298345434
ec4bebccfe,332649.65186615067
a54cfba9c3,228779.15723713965
91bdda9c69,219943.41441883333
230057b815,354778.21729890915
19410b99bc,286015.8874622673
fd6be43598,1634811.8515883808
9e01a0f264,743631.9009439362
159b4e3bd2,528813.6568504157
9fc8625a93,414103.2792593989
9e7b5c272d,523506.3376004361
d8c780c37d,559223.2361200866
8ba291bc1b,584466.0633071425
6e2c8a853b,1167892.8519404684
cdaea5e849,487615.70617384434
63fe80f44d,555539.9372438891
9b66a5ac18,229325.3027965179
3c8ff6a4dd,315734.35655855254
5e4c8a7a22,528813.6568504157
27cac6af34,495126.2131856057
b5a5b30559,219943.41441883333
a2cbbfda38,417599.3263325414
f56a988f59,228779.15723713965
4268ddb08f,228508.2233354529
83b75f343c,230755.75765254
d03e0d76cb,555441.7676957634
09e60e272f,569854.5505135072
73b95cc30a,216650.6765819705
d3df8a6504,419043.6846312336
c5581bd15f,547233.3494265664
d6d2c63770,1620544.213406929
70969d0f20,676278.5639571914
417e7456ac,687146.6060287748
6d60acf55c,350791.6309699399
4974831849,467765.12753479736
6c412515c0,269934.98867165705
f55429a924,388088.96633163263
93eee281aa,662516.9769233292
c7d24b06e1,1003278.9185183407
a890748b1a,586631.6206487581
8285c16112,1414136.2814949725
c5f2ddf415,228779.15723713965
44a23f8577,212466.72910154893
be91d3568c,549260.9525190747
7ba5d2cb07,216650.6765819705
4577ecd5ac,327899.8050675893
d25e45c432,811140.3604426421
1146ffc8b2,1108276.9069251115
0399c810c9,1111252.0988832226
58662d13e3,1305581.4353274133
78e72208a8,261836.217134385
2ea54f266e,408092.3855518066
52db26fdb7,224947.62380953398
5d9c6744fe,976267.3656432795
259b521da3,348298.69702248904
f343b005cc,332649.65186615067
5b94333831,501372.9372738601
c3ad836e12,1111252.0988832226
cde306dbb9,216650.6765819705
661d415ec9,323866.6750180519
f10ffeb1ee,481147.197909649
6c621a0180,269934.98867165705
3bbf241022,549260.9525190747
ee4a63769e,608626.3677922727
9c36b65aa4,377332.4067853351
3be6143b58,1126430.661525974
b00012981e,900938.0695561537
3f909cd810,328697.9289071336
d74cddfd00,1222088.4230191428
a38487f13d,228218.96580941902
92b1735c63,495126.2131856057
4bf332ab8e,360016.9647981956
f08ebcd325,495126.2131856057
b058cbe32e,487615.70617384434
b20651d001,348880.1822084733
660e951e1c,467765.12753479736
57d6b9a2ee,219943.41441883333
de3c689e87,323866.6750180519
9009e8ab0c,495126.2131856057
93075a5ce2,691265.2109413007
1c6a8259fa,1003278.9185183407
b8b3e91ae4,408092.3855518066
b5b67c7415,424851.3937934306
d94cd7029c,1070873.2650537663
2d50c45a9a,584466.0633071425
81e7f70d61,586631.6206487581
b9fb3b2f94,222495.4738454603
8feb829afe,322438.5969345975
584955744e,596291.4793637139
b258a3b62a,795226.7510311547
f56dcf0614,3064004.212177231
f775f56a81,232552.17598951643
79753ed02f,318908.5571996663
685940570a,496480.5223950513
df96af49b2,419043.6846312336
3beed50129,246831.02142429914
0ca6c79035,467765.12753479736
2a1db1df43,487615.70617384434
b4648b735d,416073.9880445264
8858ee10b5,549260.9525190747
432ff6eba5,421806.98477834347
5c47182d95,266773.4769344138
57177e27af,224947.62380953398
e766a9a5f6,586631.6206487581
3436035675,277125.310211242
2200a5991e,216650.6765819705
5357907917,309766.7784363624
a21fb7de02,467765.12753479736
3402c75638,968357.7687558589
9cab575bff,328697.9289071336
858c73e9de,4257839.317702353
87ee38e352,388088.96633163263
ca9052cb8b,222495.4738454603
4600b99453,586631.6206487581
f1ee2816d2,377332.4067853351
ab934ee057,3874941.8000024986
b4a735c555,1057246.8578191798
638dfca6b3,811140.3604426421
0717918905,360016.9647981956
d4cf6d7e85,1057246.8578191798
8ff3be1fd2,230755.75765254
a9a3fa3dfd,996316.1584342876
7f6d7bb839,490598.9162100132
30dccf4fba,290040.46298345434
d969a07bfe,2070767.209777154
9bbeba4d78,1299493.2379991815
0f7e944e65,897536.5428505033
ccedff8b0b,1474896.273236887
13c80eb5d1,467765.12753479736
58b22ebbae,575961.5586996592
61992924da,360016.9647981956
94b584ee70,723695.656329257
cfab2a6a5c,392978.3056359315
fef10b3b34,687146.6060287748
82755d94bd,528813.6568504157
66b1ba456e,224036.59392769192
a4ef7feed1,1108276.9069251115
e1db255117,918525.8139455465
f4e359a1e8,348880.1822084733
17af0cd732,764443.0986403971
3f5157b17a,321117.4847495241
464ca4fc75,897536.5428505033
ae266dfad9,468743.9354423021
98af16daed,216650.6765819705
c1c9337757,315734.35655855254
684effb57b,450094.26868474676
07fb738af7,620837.6583613553
7c32dd33da,467765.12753479736
375fc39ef7,286015.8874622673
6e4ed0e721,230755.75765254
dc9bf3ca6e,408092.3855518066
a7260a8e02,661683.6997726975
48d4fd00bd,222495.4738454603
b16b6feb26,309766.7784363624
1b5e67eb5b,380244.3381819638
8e26885d35,554907.5554724684
ecdbc75255,700993.2422554858
5034b76707,234968.93161841133
6b841ddebe,584466.0633071425
95a3a5e030,1634811.8515883808
d1fe32fae2,379708.5571110418
27d3f1e07e,569854.5505135072
feec6ce3fa,1349860.7265650271
481792ab1f,421806.98477834347
cd890fca34,230755.75765254
ad664e9ac7,309766.7784363624
9b091aadee,495126.2131856057
d2257739e7,802586.8420658291
0df737e2e3,232552.17598951643
8a64abc5c2,764443.0986403971
ba67441dd7,586631.6206487581
9781dc5838,269934.98867165705
e231885e30,229325.3027965179
2f4eb900f1,222289.28137619182
cf55b3a4e8,379708.5571110418
458c48012e,528813.6568504157
98b30fb15e,575961.5586996592
71e86f185d,277497.6839983193
96ffb2b63d,548730.1862837302
9f32ab2c40,348880.1822084733
c4b9064078,229325.3027965179
a8cb36e270,584466.0633071425
85cfcd0863,528813.6568504157
9b99569658,1042278.7692646902
4d1c0df39a,230755.75765254
991e5e6b1d,469044.5964928273
f5f37c40ca,631864.8793546658
942763d151,421806.98477834347
13434d129b,360883.8829208908
ab97e25d49,388088.96633163263
c179094b4c,216650.6765819705
c2c35c53f8,350791.6309699399
ca23cb1647,1126430.661525974
edfa8f063c,467765.12753479736
388d7d14e5,219943.41441883333
cb2f427834,530699.851727796
639b196c45,1066435.5075254738
8fb9182290,528813.6568504157
c511898f83,547887.3372532618
ab2c66a09f,495126.2131856057
7ddf41e569,388088.96633163263
1598fdcc06,227476.01495267762
19bd2a5001,222495.4738454603
80df5060ce,673217.0067164083
9b548d3e64,348880.1822084733
7ff66f51fc,379708.5571110418
b2d5b42bc9,1290512.9193599955
c6b9d63d4f,496456.40751380695
c424d87a05,345576.0503461699
45a8a95f2b,348880.1822084733
0e752940c4,495126.2131856057
919ffa85d6,360016.9647981956
5cd057795f,586631.6206487581
2e22719a4f,467765.12753479736
5b2ee1f770,227476.01495267762
8542447be0,224036.59392769192
